问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,187,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuHelp.Name = ""_menuHelp"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,187,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this._menuHelp.Name = ""_menuHelp"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,186,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this._menuHelp.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuAbout });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,186,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this._menuHelp.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuAbout });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,186,12,T:System.Windows.Forms.ToolStripItemCollection,,,,,this._menuHelp.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuAbout });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,186,12,P:System.Windows.Forms.ToolStripDropDownItem.DropDownItems,,,,,this._menuHelp.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuAbout });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,186,12,M:System.Windows.Forms.ToolStripItemCollection.AddRange(System.Windows.Forms.ToolStripItem[]),,,,,this._menuHelp.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuAbout });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,184,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this._menuExit.Click += new System.EventHandler(this.MenuExit_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,184,12,E:System.Windows.Forms.ToolStripItem.Click,,,,,this._menuExit.Click += new System.EventHandler(this.MenuExit_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,183,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuExit.Text = ""退出(&X)"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,183,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this._menuExit.Text = ""退出(&X)"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,182,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuExit.Size = new System.Drawing.Size(180, 26);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,182,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this._menuExit.Size = new System.Drawing.Size(180, 26);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,181,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuExit.Name = ""_menuExit"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,181,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this._menuExit.Name = ""_menuExit"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,179,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this._menuSetUsername.Click += new System.EventHandler(this.MenuSetUsername_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,179,12,E:System.Windows.Forms.ToolStripItem.Click,,,,,this._menuSetUsername.Click += new System.EventHandler(this.MenuSetUsername_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,178,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuSetUsername.Text = ""设置用户名(&U)"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,178,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this._menuSetUsername.Text = ""设置用户名(&U)"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,177,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuSetUsername.Size = new System.Drawing.Size(180, 26);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,177,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this._menuSetUsername.Size = new System.Drawing.Size(180, 26);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,176,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuSetUsername.Name = ""_menuSetUsername"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,176,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this._menuSetUsername.Name = ""_menuSetUsername"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,174,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuFile.Text = ""文件(&F)"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,174,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this._menuFile.Text = ""文件(&F)"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,173,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuFile.Size = new System.Drawing.Size(58, 24);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,173,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this._menuFile.Size = new System.Drawing.Size(58, 24);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,172,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuFile.Name = ""_menuFile"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,172,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this._menuFile.Name = ""_menuFile"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,171,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuFile.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuSetUsername, this._menuExit });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,171,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuFile.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuSetUsername, this._menuExit });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,171,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuFile.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuSetUsername, this._menuExit });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,171,12,T:System.Windows.Forms.ToolStripItemCollection,,,,,"this._menuFile.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuSetUsername, this._menuExit });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,171,12,P:System.Windows.Forms.ToolStripDropDownItem.DropDownItems,,,,,"this._menuFile.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuSetUsername, this._menuExit });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,171,12,M:System.Windows.Forms.ToolStripItemCollection.AddRange(System.Windows.Forms.ToolStripItem[]),,,,,"this._menuFile.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuSetUsername, this._menuExit });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,169,12,T:System.Windows.Forms.MenuStrip,,,,,this._menuStrip.TabIndex = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,169,12,P:System.Windows.Forms.Control.TabIndex,,,,,this._menuStrip.TabIndex = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,168,12,T:System.Windows.Forms.MenuStrip,,,,,"this._menuStrip.Size = new System.Drawing.Size(1024, 28);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,168,12,P:System.Windows.Forms.Control.Size,,,,,"this._menuStrip.Size = new System.Drawing.Size(1024, 28);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,167,12,T:System.Windows.Forms.MenuStrip,,,,,"this._menuStrip.Name = ""_menuStrip"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,167,12,P:System.Windows.Forms.Control.Name,,,,,"this._menuStrip.Name = ""_menuStrip"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,166,12,T:System.Windows.Forms.MenuStrip,,,,,"this._menuStrip.Location = new System.Drawing.Point(0, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,166,12,P:System.Windows.Forms.Control.Location,,,,,"this._menuStrip.Location = new System.Drawing.Point(0, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,165,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuFile, this._menuHelp });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,165,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this._menuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuFile, this._menuHelp });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,165,12,T:System.Windows.Forms.MenuStrip,,,,,"this._menuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuFile, this._menuHelp });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,165,12,T:System.Windows.Forms.ToolStripItemCollection,,,,,"this._menuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuFile, this._menuHelp });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,165,12,P:System.Windows.Forms.ToolStrip.Items,,,,,"this._menuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuFile, this._menuHelp });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,165,12,M:System.Windows.Forms.ToolStripItemCollection.AddRange(System.Windows.Forms.ToolStripItem[]),,,,,"this._menuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] { this._menuFile, this._menuHelp });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,164,12,T:System.Windows.Forms.MenuStrip,,,,,"this._menuStrip.ImageScalingSize = new System.Drawing.Size(20, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,164,12,P:System.Windows.Forms.ToolStrip.ImageScalingSize,,,,,"this._menuStrip.ImageScalingSize = new System.Drawing.Size(20, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,162,12,T:System.Windows.Forms.ToolStripStatusLabel,,,,,"this._lblStatus.Text = ""就绪"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,162,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this._lblStatus.Text = ""就绪"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,161,12,T:System.Windows.Forms.ToolStripStatusLabel,,,,,"this._lblStatus.Size = new System.Drawing.Size(56, 17);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,161,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this._lblStatus.Size = new System.Drawing.Size(56, 17);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,160,12,T:System.Windows.Forms.ToolStripStatusLabel,,,,,"this._lblStatus.Name = ""_lblStatus"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,160,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this._lblStatus.Name = ""_lblStatus"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,158,12,T:System.Windows.Forms.StatusStrip,,,,,this._statusStrip.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,158,12,P:System.Windows.Forms.Control.TabIndex,,,,,this._statusStrip.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,157,12,T:System.Windows.Forms.StatusStrip,,,,,"this._statusStrip.Size = new System.Drawing.Size(1024, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,157,12,P:System.Windows.Forms.Control.Size,,,,,"this._statusStrip.Size = new System.Drawing.Size(1024, 22);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,156,12,T:System.Windows.Forms.StatusStrip,,,,,"this._statusStrip.Name = ""_statusStrip"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,156,12,P:System.Windows.Forms.Control.Name,,,,,"this._statusStrip.Name = ""_statusStrip"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,155,12,T:System.Windows.Forms.StatusStrip,,,,,"this._statusStrip.Location = new System.Drawing.Point(0, 598);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,155,12,P:System.Windows.Forms.Control.Location,,,,,"this._statusStrip.Location = new System.Drawing.Point(0, 598);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,154,12,T:System.Windows.Forms.ToolStripStatusLabel,,,,,this._statusStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] { this._lblStatus });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,154,12,T:System.Windows.Forms.StatusStrip,,,,,this._statusStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] { this._lblStatus });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,154,12,T:System.Windows.Forms.ToolStripItemCollection,,,,,this._statusStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] { this._lblStatus });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,154,12,P:System.Windows.Forms.ToolStrip.Items,,,,,this._statusStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] { this._lblStatus });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,154,12,M:System.Windows.Forms.ToolStripItemCollection.AddRange(System.Windows.Forms.ToolStripItem[]),,,,,this._statusStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] { this._lblStatus });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,153,12,T:System.Windows.Forms.StatusStrip,,,,,"this._statusStrip.ImageScalingSize = new System.Drawing.Size(20, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,153,12,P:System.Windows.Forms.ToolStrip.ImageScalingSize,,,,,"this._statusStrip.ImageScalingSize = new System.Drawing.Size(20, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,151,12,T:System.Windows.Forms.TextBox,,,,,this._txtMessage.KeyDown += new System.Windows.Forms.KeyEventHandler(this.TxtMessage_KeyDown);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,151,12,T:System.Windows.Forms.KeyEventHandler,,,,,this._txtMessage.KeyDown += new System.Windows.Forms.KeyEventHandler(this.TxtMessage_KeyDown);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,151,12,T:System.Windows.Forms.KeyEventHandler,,,,,this._txtMessage.KeyDown += new System.Windows.Forms.KeyEventHandler(this.TxtMessage_KeyDown);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,151,12,E:System.Windows.Forms.Control.KeyDown,,,,,this._txtMessage.KeyDown += new System.Windows.Forms.KeyEventHandler(this.TxtMessage_KeyDown);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,150,12,T:System.Windows.Forms.TextBox,,,,,this._txtMessage.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,150,12,P:System.Windows.Forms.Control.TabIndex,,,,,this._txtMessage.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,149,12,T:System.Windows.Forms.TextBox,,,,,"this._txtMessage.Size = new System.Drawing.Size(750, 45);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,149,12,P:System.Windows.Forms.Control.Size,,,,,"this._txtMessage.Size = new System.Drawing.Size(750, 45);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,148,12,T:System.Windows.Forms.TextBox,,,,,"this._txtMessage.Name = ""_txtMessage"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,148,12,P:System.Windows.Forms.Control.Name,,,,,"this._txtMessage.Name = ""_txtMessage"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,147,12,T:System.Windows.Forms.TextBox,,,,,this._txtMessage.Multiline = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,147,12,P:System.Windows.Forms.TextBox.Multiline,,,,,this._txtMessage.Multiline = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,146,12,T:System.Windows.Forms.TextBox,,,,,"this._txtMessage.Location = new System.Drawing.Point(10, 10);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,146,12,P:System.Windows.Forms.Control.Location,,,,,"this._txtMessage.Location = new System.Drawing.Point(10, 10);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,145,12,T:System.Drawing.Font,,,,,"this._txtMessage.Font = new System.Drawing.Font(""Microsoft Sans Serif"", 9F);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,145,12,"M:System.Drawing.Font.#ctor(System.String,System.Single)",,,,,"this._txtMessage.Font = new System.Drawing.Font(""Microsoft Sans Serif"", 9F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,145,12,T:System.Windows.Forms.TextBox,,,,,"this._txtMessage.Font = new System.Drawing.Font(""Microsoft Sans Serif"", 9F);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,145,12,T:System.Drawing.Font,,,,,"this._txtMessage.Font = new System.Drawing.Font(""Microsoft Sans Serif"", 9F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,145,12,P:System.Windows.Forms.Control.Font,,,,,"this._txtMessage.Font = new System.Drawing.Font(""Microsoft Sans Serif"", 9F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,144,12,T:System.Windows.Forms.AnchorStyles,,,,,this._txtMessage.Anchor = System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right | System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,144,12,T:System.Windows.Forms.AnchorStyles,,,,,this._txtMessage.Anchor = System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right | System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,144,12,F:System.Windows.Forms.AnchorStyles.Bottom,,,,,this._txtMessage.Anchor = System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right | System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,144,12,T:System.Windows.Forms.AnchorStyles,,,,,this._txtMessage.Anchor = System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right | System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,144,12,T:System.Windows.Forms.AnchorStyles,,,,,this._txtMessage.Anchor = System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right | System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,144,12,F:System.Windows.Forms.AnchorStyles.Right,,,,,this._txtMessage.Anchor = System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right | System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,144,12,T:System.Windows.Forms.AnchorStyles,,,,,this._txtMessage.Anchor = System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right | System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,144,12,T:System.Windows.Forms.AnchorStyles,,,,,this._txtMessage.Anchor = System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right | System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LazyChat\LazyChat.csproj,File,LazyChat\Form1.Designer.cs,144,12,F:System.Windows.Forms.AnchorStyles.Left,,,,,this._txtMessage.Anchor = System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left | System.Windows.Forms.AnchorStyles.Right | System.Windows.Forms.AnchorStyles.Bottom;
